danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_pop,artist,genres,track_pop,song_name,release_date
0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,audio_features,0laYHRpNTS6i8FXdupHkJ4,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/tracks/0laYHRpNTS6i8FXdupHkJ4,https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4,188453,4,67,Selena Gomez & The Scene,dance_pop pop post-teen_pop,80,Love You Like A Love Song,2011-01-01
0.594,0.841,1,-5.792,1,0.102,0.000238,0.00000222,0.156,0.643,129.925,audio_features,3hFPJunq7YhBLwmbRnXMfT,spotify:track:3hFPJunq7YhBLwmbRnXMfT,https://api.spotify.com/v1/tracks/3hFPJunq7YhBLwmbRnXMfT,https://api.spotify.com/v1/audio-analysis/3hFPJunq7YhBLwmbRnXMfT,227973,4,87,Chris Brown,dance_pop pop r&b,0,Turn Up the Music,2013-10-23
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,5jPyymL6gQyJNMMnMX1IMx,spotify:track:5jPyymL6gQyJNMMnMX1IMx,https://api.spotify.com/v1/tracks/5jPyymL6gQyJNMMnMX1IMx,https://api.spotify.com/v1/audio-analysis/5jPyymL6gQyJNMMnMX1IMx,211920,4,75,Kesha,dance_pop pop post-teen_pop,0,Die Young,2012-11-28
0.536,0.751,7,-5.601,0,0.255,0.0716,0,0.122,0.357,167.872,audio_features,6cqw6qtZltOPPDbKEk4WWf,spotify:track:6cqw6qtZltOPPDbKEk4WWf,https://api.spotify.com/v1/tracks/6cqw6qtZltOPPDbKEk4WWf,https://api.spotify.com/v1/audio-analysis/6cqw6qtZltOPPDbKEk4WWf,281213,4,75,T-Pain,dance_pop hip_hop pop_rap r&b rap southern_hip_hop urban_contemporary,0,5 O'Clock (feat. Lily Allen & Wiz Khalifa),2011-12-06
0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,6lanRgr6wXibZr8KgzXxBl,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120,3,70,Christina Perri,dance_pop neo_mellow pop pop_rock post-teen_pop,79,A Thousand Years,2011-10-18
0.472,0.866,2,-3.771,1,0.0413,0.044,0,0.213,0.775,163.867,audio_features,2o5mwv7hvas1jdUg14Nihv,spotify:track:2o5mwv7hvas1jdUg14Nihv,https://api.spotify.com/v1/tracks/2o5mwv7hvas1jdUg14Nihv,https://api.spotify.com/v1/audio-analysis/2o5mwv7hvas1jdUg14Nihv,187613,4,73,Jason Aldean,contemporary_country country country_road,57,Take A Little Ride,2012-10-16
0.702,0.715,5,-5.377,0,0.0425,0.503,0.0000244,0.126,0.863,127.05,audio_features,3Yt9lRtS5V4nbJnwcgFgvC,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,https://api.spotify.com/v1/tracks/3Yt9lRtS5V4nbJnwcgFgvC,https://api.spotify.com/v1/audio-analysis/3Yt9lRtS5V4nbJnwcgFgvC,200013,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,68,You Da One,2011-11-19
0.697,0.861,9,-4.389,0,0.144,0.00482,0.00000183,0.41,0.703,127.023,audio_features,0mtPNQl5vePVwiI9Vykp7L,spotify:track:0mtPNQl5vePVwiI9Vykp7L,https://api.spotify.com/v1/tracks/0mtPNQl5vePVwiI9Vykp7L,https://api.spotify.com/v1/audio-analysis/0mtPNQl5vePVwiI9Vykp7L,228200,4,47,Havana Brown,australian_dance australian_pop australian_talent_show dance_pop,54,We Run The Night,2011-01-01
0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.145,0.86,105.009,audio_features,6BtmXhTJMM9sBTHeYYASGz,spotify:track:6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/tracks/6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/audio-analysis/6BtmXhTJMM9sBTHeYYASGz,237987,4,87,Imagine Dragons,modern_rock rock,66,It's Time,2012-09-04
0.831,0.665,1,-3.627,0,0.0711,0.149,0,0.0636,0.663,129.989,audio_features,1POAx4NMLOBPVKZUSsBh92,spotify:track:1POAx4NMLOBPVKZUSsBh92,https://api.spotify.com/v1/tracks/1POAx4NMLOBPVKZUSsBh92,https://api.spotify.com/v1/audio-analysis/1POAx4NMLOBPVKZUSsBh92,238760,4,45,Ca$h Out,atl_hip_hop futuristic_swag pop_rap southern_hip_hop trap,58,Cashin' Out,2012-03-26
0.616,0.728,9,-4.02,0,0.0278,0.0275,0,0.228,0.375,111.934,audio_features,0cV4xwUA4ue2deqq4CZFko,spotify:track:0cV4xwUA4ue2deqq4CZFko,https://api.spotify.com/v1/tracks/0cV4xwUA4ue2deqq4CZFko,https://api.spotify.com/v1/audio-analysis/0cV4xwUA4ue2deqq4CZFko,219973,4,75,Luke Bryan,contemporary_country country country_road,2,I Don't Want This Night To End,2011-08-09
0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,audio_features,5VmkzMD9SUgWOGWKG7GVcg,spotify:track:5VmkzMD9SUgWOGWKG7GVcg,https://api.spotify.com/v1/tracks/5VmkzMD9SUgWOGWKG7GVcg,https://api.spotify.com/v1/audio-analysis/5VmkzMD9SUgWOGWKG7GVcg,225147,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,36,Diamonds,2012-12-11
0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,audio_features,6E9V9TRlVOLjenGjHemzEH,spotify:track:6E9V9TRlVOLjenGjHemzEH,https://api.spotify.com/v1/tracks/6E9V9TRlVOLjenGjHemzEH,https://api.spotify.com/v1/audio-analysis/6E9V9TRlVOLjenGjHemzEH,224293,4,69,Lee Brice,contemporary_country country country_road,68,Hard To Love,2012-04-24
0.554,0.794,11,-5.417,1,0.035,0.0697,0,0.63,0.79,176.01,audio_features,6Ymvlzom4TQeoKqAWsZRD8,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,https://api.spotify.com/v1/tracks/6Ymvlzom4TQeoKqAWsZRD8,https://api.spotify.com/v1/audio-analysis/6Ymvlzom4TQeoKqAWsZRD8,213827,4,61,Kip Moore,contemporary_country country country_road modern_country_rock,67,Somethin' 'Bout A Truck,2012-01-01
0.625,0.576,11,-5.693,0,0.175,0.0543,0.0000407,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4,77,Miguel,dance_pop hip_hop pop r&b urban_contemporary,68,Adorn,2012-09-28
0.487,0.736,7,-3.269,1,0.0326,0.069,0,0.114,0.184,81.587,audio_features,17X2tSzibD9n9QRjdExcWT,spotify:track:17X2tSzibD9n9QRjdExcWT,https://api.spotify.com/v1/tracks/17X2tSzibD9n9QRjdExcWT,https://api.spotify.com/v1/audio-analysis/17X2tSzibD9n9QRjdExcWT,218200,4,73,Jason Aldean,contemporary_country country country_road,62,Fly Over States,2010-11-02
0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,audio_features,0Nu9WA8kEbBWEsay2s8Q0U,spotify:track:0Nu9WA8kEbBWEsay2s8Q0U,https://api.spotify.com/v1/tracks/0Nu9WA8kEbBWEsay2s8Q0U,https://api.spotify.com/v1/audio-analysis/0Nu9WA8kEbBWEsay2s8Q0U,220520,4,59,Eli Young Band,contemporary_country country country_road heartland_rock modern_country_rock texas_country,65,Even If It Breaks Your Heart,2011-01-01
0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,audio_features,7oVEtyuv9NBmnytsCIsY5I,spotify:track:7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/tracks/7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/audio-analysis/7oVEtyuv9NBmnytsCIsY5I,230253,4,82,Linkin Park,alternative_metal nu_metal post-grunge rap_metal,74,BURN IT DOWN,2012-06-20
0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,audio_features,4YMqbFcDIFiCBd02PzUBcM,spotify:track:4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/tracks/4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/audio-analysis/4YMqbFcDIFiCBd02PzUBcM,235613,4,73,Macklemore & Ryan Lewis,dance_pop pop pop_rap seattle_hip_hop,0,Thrift Shop (feat. Wanz),2012-10-10
0.853,0.599,7,-4.756,1,0.0411,0.00334,0.00000793,0.0759,0.843,119.993,audio_features,0n4bITAu0Y0nigrz3MFJMb,spotify:track:0n4bITAu0Y0nigrz3MFJMb,https://api.spotify.com/v1/tracks/0n4bITAu0Y0nigrz3MFJMb,https://api.spotify.com/v1/audio-analysis/0n4bITAu0Y0nigrz3MFJMb,263827,4,62,Robin Thicke,contemporary_r&b dance_pop hip_pop neo_soul r&b urban_contemporary,74,Blurred Lines,2013-01-01
0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813,4,87,Imagine Dragons,modern_rock rock,72,Radioactive,2012-09-04
0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,audio_features,01XFgRZfZI7oBagNf1Loml,spotify:track:01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/tracks/01XFgRZfZI7oBagNf1Loml,https://api.spotify.com/v1/audio-analysis/01XFgRZfZI7oBagNf1Loml,196664,4,52,Baauer,bass_trap edm electronic_trap vapor_twitch,57,Harlem Shake,2013-02-12
0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,73,Macklemore & Ryan Lewis,dance_pop pop pop_rap seattle_hip_hop,81,Can't Hold Us (feat. Ray Dalton),2012-10-09
0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,484147,4,78,Justin Timberlake,dance_pop pop,77,Mirrors,2013-03-15
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,4VC5nFbYO4avKksJ9jN4pY,spotify:track:4VC5nFbYO4avKksJ9jN4pY,https://api.spotify.com/v1/tracks/4VC5nFbYO4avKksJ9jN4pY,https://api.spotify.com/v1/audio-analysis/4VC5nFbYO4avKksJ9jN4pY,242733,4,79,P!nk,dance_pop pop,0,Just Give Me a Reason (feat. Nate Ruess),2012-09-14
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4,87,Bruno Mars,dance_pop pop,86,When I Was Your Man,2012-12-07
0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,audio_features,0i5el041vd6nxrGEU8QRxy,spotify:track:0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,https://api.spotify.com/v1/audio-analysis/0i5el041vd6nxrGEU8QRxy,208960,4,74,Florida Georgia Line,contemporary_country country country_pop country_road modern_country_rock,71,Cruise,2012-01-01
0.554,0.772,7,-4.821,0,0.0418,0.00487,0.0000066,0.354,0.455,179.984,audio_features,6F5c58TMEs1byxUstkzVeM,spotify:track:6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/tracks/6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/audio-analysis/6F5c58TMEs1byxUstkzVeM,223546,4,83,Katy Perry,dance_pop pop,72,Roar,2013-10-18
0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4,87,Bruno Mars,dance_pop pop,86,Locked out of Heaven,2012-12-07
0.685,0.466,0,-9.074,1,0.0304,0.794,0.00000206,0.0915,0.353,79.936,audio_features,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/tracks/0W4Kpfp1w2xkY3PrV714B7,https://api.spotify.com/v1/audio-analysis/0W4Kpfp1w2xkY3PrV714B7,163133,4,76,The Lumineers,folk-pop pop stomp_and_holler,73,Ho Hey,2012-04-03
0.621,0.31,9,-10.164,0,0.0283,0.945,0.0000612,0.117,0.125,111.893,audio_features,1dEy9Pl81QopSxNsPxXQxv,spotify:track:1dEy9Pl81QopSxNsPxXQxv,https://api.spotify.com/v1/tracks/1dEy9Pl81QopSxNsPxXQxv,https://api.spotify.com/v1/audio-analysis/1dEy9Pl81QopSxNsPxXQxv,240707,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,68,Stay,2012-12-11
0.81,0.793,6,-9.404,0,0.0403,0.0378,0.00000177,0.072,0.863,116.05,audio_features,69kOkLUCkxIZYexIgSG8rq,spotify:track:69kOkLUCkxIZYexIgSG8rq,https://api.spotify.com/v1/tracks/69kOkLUCkxIZYexIgSG8rq,https://api.spotify.com/v1/audio-analysis/69kOkLUCkxIZYexIgSG8rq,369627,4,79,Daft Punk,electro filter_house,74,Get Lucky (feat. Pharrell Williams & Nile Rodgers),2013-05-17
0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4,75,Lorde,art_pop metropopolis nz_pop pop,78,Royals,2013-09-27
0.622,0.469,3,-6.798,0,0.0363,0.00454,0.00000225,0.0398,0.679,77.019,audio_features,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/tracks/72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/audio-analysis/72jCZdH0Lhg93z6Z4hBjgj,217973,4,100,Taylor Swift,pop,62,I Knew You Were Trouble.,2012-10-22
0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,audio_features,2y4lAQpi5VTNLu2ldeTdUH,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,https://api.spotify.com/v1/tracks/2y4lAQpi5VTNLu2ldeTdUH,https://api.spotify.com/v1/audio-analysis/2y4lAQpi5VTNLu2ldeTdUH,231240,4,80,Miley Cyrus,dance_pop pop,77,We Can't Stop,2013-10-04
0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4,80,Miley Cyrus,dance_pop pop,77,Wrecking Ball,2013-10-04
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,4h8VwCb1MTGoLKueQ1WgbD,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/tracks/4h8VwCb1MTGoLKueQ1WgbD,https://api.spotify.com/v1/audio-analysis/4h8VwCb1MTGoLKueQ1WgbD,247427,4,79,Avicii,dance_pop edm pop pop_dance pop_rap,5,Wake Me Up,2013-09-13
0.795,0.596,11,-3.799,0,0.219,0.103,0,0.164,0.357,101.985,audio_features,6vt0I1cw1YmAIKDJvHVIM5,spotify:track:6vt0I1cw1YmAIKDJvHVIM5,https://api.spotify.com/v1/tracks/6vt0I1cw1YmAIKDJvHVIM5,https://api.spotify.com/v1/audio-analysis/6vt0I1cw1YmAIKDJvHVIM5,326280,4,78,Justin Timberlake,dance_pop pop,65,Suit & Tie (feat. Jay-Z),2013-03-15
0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,audio_features,6mH3qVIeOsnQIAho5eWwhH,spotify:track:6mH3qVIeOsnQIAho5eWwhH,https://api.spotify.com/v1/tracks/6mH3qVIeOsnQIAho5eWwhH,https://api.spotify.com/v1/audio-analysis/6mH3qVIeOsnQIAho5eWwhH,128013,4,62,Anna Kendrick,hollywood,62,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,2015-02-10
0.772,0.685,5,-6.849,1,0.0696,0.019,0.0000896,0.131,0.501,130.033,audio_features,2iJuuzV8P9Yz0VSurttIV5,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4,72,will.i.am,dance_pop pop pop_rap,77,Scream & Shout,2013-01-01
0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,audio_features,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,271427,4,74,Zedd,complextro dance_pop edm electro_house electropop german_techno pop pop_dance pop_rap post-teen_pop tropical_house,75,Clarity,2012-01-01
0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,audio_features,5xhQChGGhKLWqBqX4XhtYE,spotify:track:5xhQChGGhKLWqBqX4XhtYE,https://api.spotify.com/v1/tracks/5xhQChGGhKLWqBqX4XhtYE,https://api.spotify.com/v1/audio-analysis/5xhQChGGhKLWqBqX4XhtYE,259102,4,61,AWOLNATION,la_indie modern_alternative_rock modern_rock rock stomp_pop,1,Sail,2011
0.612,0.84,11,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,audio_features,2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,212862,4,74,Swedish House Mafia,dance_pop edm electro_house pop pop_dance progressive_electro_house,80,Don't You Worry Child - Radio Edit,2012-09-14
0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,audio_features,1z9kQ14XBSN0r2v6fx4IdG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,70,Diamonds,2012-01-01
0.714,0.905,8,-2.663,1,0.0289,0.00855,0.0000255,0.146,0.838,125.927,audio_features,3VZQshi4COChhXaz7cLP02,spotify:track:3VZQshi4COChhXaz7cLP02,https://api.spotify.com/v1/tracks/3VZQshi4COChhXaz7cLP02,https://api.spotify.com/v1/audio-analysis/3VZQshi4COChhXaz7cLP02,155337,4,64,Icona Pop,candy_pop dance_pop edm electropop metropopolis pop swedish_electropop swedish_synthpop,62,I Love It (feat. Charli XCX),2012-06-19
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,192790,5,65,Capital Cities,metropopolis modern_rock,82,Safe And Sound,2013
0.874,0.692,5,-5.28,0,0.0431,0.0412,0.0000724,0.324,0.937,116.017,audio_features,55h7vJchibLdUkxdlX3fK7,spotify:track:55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/tracks/55h7vJchibLdUkxdlX3fK7,https://api.spotify.com/v1/audio-analysis/55h7vJchibLdUkxdlX3fK7,178560,4,87,Bruno Mars,dance_pop pop,79,Treasure,2012-12-07
0.645,0.877,5,-3.208,0,0.113,0.294,0,0.0759,0.861,82.324,audio_features,06EL94D0TA27Ik0Ke5usbj,spotify:track:06EL94D0TA27Ik0Ke5usbj,https://api.spotify.com/v1/tracks/06EL94D0TA27Ik0Ke5usbj,https://api.spotify.com/v1/audio-analysis/06EL94D0TA27Ik0Ke5usbj,227027,4,88,Ariana Grande,dance_pop pop,68,The Way,2013-01-01
0.794,0.522,8,-7.829,1,0.159,0.0328,0,0.156,0.567,86.318,audio_features,6V2D8Lls36APk0THDjBDfE,spotify:track:6V2D8Lls36APk0THDjBDfE,https://api.spotify.com/v1/tracks/6V2D8Lls36APk0THDjBDfE,https://api.spotify.com/v1/audio-analysis/6V2D8Lls36APk0THDjBDfE,174133,4,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,0,Started From the Bottom,2013-01-01
0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,audio_features,6LoQHIo74tOzQ8EsLEkhgF,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,https://api.spotify.com/v1/tracks/6LoQHIo74tOzQ8EsLEkhgF,https://api.spotify.com/v1/audio-analysis/6LoQHIo74tOzQ8EsLEkhgF,231987,4,84,Selena Gomez,dance_pop pop post-teen_pop,70,Come & Get It,2013-01-01
0.776,0.413,6,-7.438,0,0.0952,0.00415,0.0000268,0.0724,0.287,100.003,audio_features,14Rcq31SafFBHNEwXrtR2B,spotify:track:14Rcq31SafFBHNEwXrtR2B,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,https://api.spotify.com/v1/audio-analysis/14Rcq31SafFBHNEwXrtR2B,227880,4,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,0,"Hold On, We're Going Home",2013-01-01
0.657,0.679,2,-5.511,1,0.0269,0.00246,0,0.211,0.331,120.007,audio_features,6TwfdLbaxTKzQi3AgsZNzx,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,https://api.spotify.com/v1/tracks/6TwfdLbaxTKzQi3AgsZNzx,https://api.spotify.com/v1/audio-analysis/6TwfdLbaxTKzQi3AgsZNzx,225307,4,84,Maroon 5,pop,62,Daylight,2012-01-01
0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,audio_features,0Hf4aIJpsN4Os2f0y0VqWl,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/tracks/0Hf4aIJpsN4Os2f0y0VqWl,https://api.spotify.com/v1/audio-analysis/0Hf4aIJpsN4Os2f0y0VqWl,229507,4,81,Pitbull,dance_pop miami_hip_hop pop pop_rap,77,Feel This Moment (feat. Christina Aguilera),2012
0.669,0.78,7,-4.287,0,0.053,0.0265,0.00000163,0.143,0.738,139.945,audio_features,5ka2ajep9OAvU5Sgduhiex,spotify:track:5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/tracks/5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/audio-analysis/5ka2ajep9OAvU5Sgduhiex,212333,4,84,Lady Gaga,art_pop dance_pop pop,72,Applause,2013-11-11
0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,audio_features,4XNrMwGx1SqP01sqkGTDmo,spotify:track:4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/tracks/4XNrMwGx1SqP01sqkGTDmo,https://api.spotify.com/v1/audio-analysis/4XNrMwGx1SqP01sqkGTDmo,219467,4,84,Maroon 5,pop,70,One More Night,2012-01-01
0.674,0.608,8,-6.628,0,0.0334,0.0119,0,0.103,0.464,124.952,audio_features,7tGlzXJv6GD5e5qlu5YmDg,spotify:track:7tGlzXJv6GD5e5qlu5YmDg,https://api.spotify.com/v1/tracks/7tGlzXJv6GD5e5qlu5YmDg,https://api.spotify.com/v1/audio-analysis/7tGlzXJv6GD5e5qlu5YmDg,253440,4,84,Lil Wayne,hip_hop new_orleans_rap pop_rap rap trap,45,Love Me,2013-01-01
0.558,0.924,9,-4.341,0,0.064,0.0271,0.00000332,0.537,0.567,151.99,audio_features,7s0lDK7y3XLmI7tcsRAbW0,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/audio-analysis/7s0lDK7y3XLmI7tcsRAbW0,186827,4,76,Fall Out Boy,emo modern_rock,63,My Songs Know What You Did In The Dark (Light Em Up),2013-01-01
0.853,0.693,1,-6.87,1,0.275,0.0239,0,0.11,0.662,95.967,audio_features,4X5f3vT8MRuXF68pfjNte5,spotify:track:4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/tracks/4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/audio-analysis/4X5f3vT8MRuXF68pfjNte5,233787,4,80,A$AP Rocky,east_coast_hip_hop hip_hop rap,75,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",2013
0.602,0.843,0,-4.831,1,0.0593,0.000688,0.0000527,0.0682,0.526,128.003,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4,89,Justin Bieber,canadian_pop pop,74,Beauty And A Beat,2012-06-15
0.688,0.473,8,-9.059,1,0.167,0.716,0.0000446,0.104,0.299,84.958,audio_features,01uqI4H13Gsd8Lyl1EYd8H,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,https://api.spotify.com/v1/tracks/01uqI4H13Gsd8Lyl1EYd8H,https://api.spotify.com/v1/audio-analysis/01uqI4H13Gsd8Lyl1EYd8H,318525,4,73,Macklemore & Ryan Lewis,dance_pop pop pop_rap seattle_hip_hop,63,Same Love (feat. Mary Lambert),2012-10-09
